OrderID;CustomerID;Freight;ShippingTier;ContactName;Country
10708;THEBI;2.9600;Economy;Liz Nixon;USA
10709;GOURL;210.8000;Premium;André Fonseca;Brazil
10710;FRANS;4.9800;Economy;Paolo Accorti;Italy
10711;SAVEA;52.4100;Standard;Jose Pavarotti;USA
10712;HUNGO;89.9300;Standard;Patricia McKenna;Ireland
10713;SAVEA;167.0500;Premium;Jose Pavarotti;USA
10714;SAVEA;24.4900;Economy;Jose Pavarotti;USA
10715;BONAP;63.2000;Standard;Laurence Lebihan;France
10716;RANCH;22.5700;Economy;Sergio Gutiérrez;Argentina
10717;FRANK;59.2500;Standard;Peter Franken;Germany
10718;KOENE;170.8800;Premium;Philip Cramer;Germany
10719;LETSS;51.4400;Standard;Jaime Yorres;USA
10720;QUEDE;9.5300;Economy;Bernardo Batista;Brazil
10721;QUICK;48.9200;Economy;Horst Kloss;Germany
10722;SAVEA;74.5800;Standard;Jose Pavarotti;USA
10723;WHITC;21.7200;Economy;Karl Jablonski;USA
10724;MEREP;57.7500;Standard;Jean Fresniere;Canada
10725;FAMIA;10.8300;Economy;Aria Cruz;Brazil
10726;EASTC;16.5600;Economy;Ann Devon;UK
10727;REGGC;89.9000;Standard;Maurizio Moroni;Italy
10728;QUEEN;58.3300;Standard;Lúcia Carvalho;Brazil
10729;LINOD;141.0600;Premium;Felipe Izquierdo;Venezuela
10730;BONAP;20.1200;Economy;Laurence Lebihan;France
10731;CHOPS;96.6500;Standard;Yang Wang;Switzerland
10732;BONAP;16.9700;Economy;Laurence Lebihan;France
10733;BERGS;110.1100;Premium;Christina Berglund;Sweden
10734;GOURL;1.6300;Economy;André Fonseca;Brazil
10735;LETSS;45.9700;Economy;Jaime Yorres;USA
10736;HUNGO;44.1000;Economy;Patricia McKenna;Ireland
10737;VINET;7.7900;Economy;Paul Henriot;France
10738;SPECD;2.9100;Economy;Dominique Perrier;France
10739;VINET;11.0800;Economy;Paul Henriot;France
10740;WHITC;81.8800;Standard;Karl Jablonski;USA
10741;AROUT;10.9600;Economy;Thomas Hardy;UK
10742;BOTTM;243.7300;Premium;Elizabeth Lincoln;Canada
10743;AROUT;23.7200;Economy;Thomas Hardy;UK
10744;VAFFE;69.1900;Standard;Palle Ibsen;Denmark
10745;QUICK;3.5200;Economy;Horst Kloss;Germany
10746;CHOPS;31.4300;Economy;Yang Wang;Switzerland
10747;PICCO;117.3300;Premium;Georg Pipps;Austria
10748;SAVEA;232.5500;Premium;Jose Pavarotti;USA
10749;ISLAT;61.5300;Standard;Helen Bennett;UK
10750;WARTH;79.3000;Standard;Pirkko Koskitalo;Finland
10751;RICSU;130.7900;Premium;Michael Holz;Switzerland
10752;NORTS;1.3900;Economy;Simon Crowther;UK
10753;FRANS;7.7000;Economy;Paolo Accorti;Italy
10754;MAGAA;2.3800;Economy;Giovanni Rovelli;Italy
10755;BONAP;16.7100;Economy;Laurence Lebihan;France
10756;SPLIR;73.2100;Standard;Art Braunschweiger;USA
10757;SAVEA;8.1900;Economy;Jose Pavarotti;USA
10758;RICSU;138.1700;Premium;Michael Holz;Switzerland
10759;ANATR;11.9900;Economy;Ana Trujillo;Mexico
10760;MAISD;155.6400;Premium;Catherine Dewey;Belgium
10761;RATTC;18.6600;Economy;Paula Wilson;USA
10762;FOLKO;328.7400;Premium;Maria Larsson;Sweden
10763;FOLIG;37.3500;Economy;Martine Rancé;France
10764;ERNSH;145.4500;Premium;Roland Mendel;Austria
10765;QUICK;42.7400;Economy;Horst Kloss;Germany
10766;OTTIK;157.5500;Premium;Henriette Pfalzheim;Germany
10767;SUPRD;1.5900;Economy;Pascale Cartrain;Belgium
10768;AROUT;146.3200;Premium;Thomas Hardy;UK
10769;VAFFE;65.0600;Standard;Palle Ibsen;Denmark
10770;HANAR;5.3200;Economy;Mario Pontes;Brazil
10771;ERNSH;11.1900;Economy;Roland Mendel;Austria
10772;LEHMS;91.2800;Standard;Renate Messner;Germany
10773;ERNSH;96.4300;Standard;Roland Mendel;Austria
10774;FOLKO;48.2000;Economy;Maria Larsson;Sweden
10775;THECR;20.2500;Economy;Liu Wong;USA
10776;ERNSH;351.5300;Premium;Roland Mendel;Austria
10777;GOURL;3.0100;Economy;André Fonseca;Brazil
10778;BERGS;6.7900;Economy;Christina Berglund;Sweden
10779;MORGK;58.1300;Standard;Alexander Feuer;Germany
10780;LILAS;42.1300;Economy;Carlos González;Venezuela
10781;WARTH;73.1600;Standard;Pirkko Koskitalo;Finland
10782;CACTU;1.1000;Economy;Patricio Simpson;Argentina
10783;HANAR;124.9800;Premium;Mario Pontes;Brazil
10784;MAGAA;70.0900;Standard;Giovanni Rovelli;Italy
10785;GROSR;1.5100;Economy;Manuel Pereira;Venezuela
10786;QUEEN;110.8700;Premium;Lúcia Carvalho;Brazil
10787;LAMAI;249.9300;Premium;Annette Roulet;France
10788;QUICK;42.7000;Economy;Horst Kloss;Germany
10789;FOLIG;100.6000;Premium;Martine Rancé;France
10790;GOURL;28.2300;Economy;André Fonseca;Brazil
10791;FRANK;16.8500;Economy;Peter Franken;Germany
10792;WOLZA;23.7900;Economy;Zbyszek Piestrzeniewicz;Poland
10793;AROUT;4.5200;Economy;Thomas Hardy;UK
10794;QUEDE;21.4900;Economy;Bernardo Batista;Brazil
10795;ERNSH;126.6600;Premium;Roland Mendel;Austria
10796;HILAA;26.5200;Economy;Carlos Hernández;Venezuela
10797;DRACD;33.3500;Economy;Sven Ottlieb;Germany
10798;ISLAT;2.3300;Economy;Helen Bennett;UK
10799;KOENE;30.7600;Economy;Philip Cramer;Germany
10800;SEVES;137.4400;Premium;Hari Kumar;UK
10801;BOLID;97.0900;Standard;Martín Sommer;Spain
10802;SIMOB;257.2600;Premium;Jytte Petersen;Denmark
10803;WELLI;55.2300;Standard;Paula Parente;Brazil
10804;SEVES;27.3300;Economy;Hari Kumar;UK
10805;THEBI;237.3400;Premium;Liz Nixon;USA
10806;VICTE;22.1100;Economy;Mary Saveley;France
10807;FRANS;1.3600;Economy;Paolo Accorti;Italy
10808;OLDWO;45.5300;Economy;Rene Phillips;USA
10809;WELLI;4.8700;Economy;Paula Parente;Brazil
10810;LAUGB;4.3300;Economy;Yoshi Tannamuri;Canada
10811;LINOD;31.2200;Economy;Felipe Izquierdo;Venezuela
10812;REGGC;59.7800;Standard;Maurizio Moroni;Italy
10813;RICAR;47.3800;Economy;Janete Limeira;Brazil
10814;VICTE;130.9400;Premium;Mary Saveley;France
10815;SAVEA;14.6200;Economy;Jose Pavarotti;USA
10816;GREAL;719.7800;Premium;Howard Snyder;USA
10817;KOENE;306.0700;Premium;Philip Cramer;Germany
10818;MAGAA;65.4800;Standard;Giovanni Rovelli;Italy
10819;CACTU;19.7600;Economy;Patricio Simpson;Argentina
10820;RATTC;37.5200;Economy;Paula Wilson;USA
10821;SPLIR;36.6800;Economy;Art Braunschweiger;USA
10822;TRAIH;7.0000;Economy;Helvetius Nagy;USA
10823;LILAS;163.9700;Premium;Carlos González;Venezuela
10824;FOLKO;1.2300;Economy;Maria Larsson;Sweden
10825;DRACD;79.2500;Standard;Sven Ottlieb;Germany
10826;BLONP;7.0900;Economy;Frédérique Citeaux;France
10827;BONAP;63.5400;Standard;Laurence Lebihan;France
10828;RANCH;90.8500;Standard;Sergio Gutiérrez;Argentina
10829;ISLAT;154.7200;Premium;Helen Bennett;UK
10830;TRADH;81.8300;Standard;Anabela Domingues;Brazil
10831;SANTG;72.1900;Standard;Jonas Bergulfsen;Norway
10832;LAMAI;43.2600;Economy;Annette Roulet;France
10833;OTTIK;71.4900;Standard;Henriette Pfalzheim;Germany
10834;TRADH;29.7800;Economy;Anabela Domingues;Brazil
10835;ALFKI;69.5300;Standard;Maria Anders;Germany
10836;ERNSH;411.8800;Premium;Roland Mendel;Austria
10837;BERGS;13.3200;Economy;Christina Berglund;Sweden
10838;LINOD;59.2800;Standard;Felipe Izquierdo;Venezuela
10839;TRADH;35.4300;Economy;Anabela Domingues;Brazil
10840;LINOD;2.7100;Economy;Felipe Izquierdo;Venezuela
10841;SUPRD;424.3000;Premium;Pascale Cartrain;Belgium
10842;TORTU;54.4200;Standard;Miguel Angel Paolino;Mexico
10843;VICTE;9.2600;Economy;Mary Saveley;France
10844;PICCO;25.2200;Economy;Georg Pipps;Austria
10845;QUICK;212.9800;Premium;Horst Kloss;Germany
10846;SUPRD;56.4600;Standard;Pascale Cartrain;Belgium
10847;SAVEA;487.5700;Premium;Jose Pavarotti;USA
10848;CONSH;38.2400;Economy;Elizabeth Brown;UK
10849;KOENE;0.5600;Economy;Philip Cramer;Germany
10850;VICTE;49.1900;Economy;Mary Saveley;France
10851;RICAR;160.5500;Premium;Janete Limeira;Brazil
10852;RATTC;174.0500;Premium;Paula Wilson;USA
10853;BLAUS;53.8300;Standard;Hanna Moos;Germany
10854;ERNSH;100.2200;Premium;Roland Mendel;Austria
10855;OLDWO;170.9700;Premium;Rene Phillips;USA
10856;ANTON;58.4300;Standard;Antonio Moreno;Mexico
10857;BERGS;188.8500;Premium;Christina Berglund;Sweden
10858;LACOR;52.5100;Standard;Daniel Tonini;France
10859;FRANK;76.1000;Standard;Peter Franken;Germany
10860;FRANR;19.2600;Economy;Carine Schmitt;France
10861;WHITC;14.9300;Economy;Karl Jablonski;USA
10862;LEHMS;53.2300;Standard;Renate Messner;Germany
10863;HILAA;30.2600;Economy;Carlos Hernández;Venezuela
10864;AROUT;3.0400;Economy;Thomas Hardy;UK
10865;QUICK;348.1400;Premium;Horst Kloss;Germany
10866;BERGS;109.1100;Premium;Christina Berglund;Sweden
10867;LONEP;1.9300;Economy;Fran Wilson;USA
10868;QUEEN;191.2700;Premium;Lúcia Carvalho;Brazil
10869;SEVES;143.2800;Premium;Hari Kumar;UK
10870;WOLZA;12.0400;Economy;Zbyszek Piestrzeniewicz;Poland
10871;BONAP;112.2700;Premium;Laurence Lebihan;France
10872;GODOS;175.3200;Premium;José Pedro Freyre;Spain
10873;WILMK;0.8200;Economy;Matti Karttunen;Finland
10874;GODOS;19.5800;Economy;José Pedro Freyre;Spain
10875;BERGS;32.3700;Economy;Christina Berglund;Sweden
10876;BONAP;60.4200;Standard;Laurence Lebihan;France
10877;RICAR;38.0600;Economy;Janete Limeira;Brazil
10878;QUICK;46.6900;Economy;Horst Kloss;Germany
10879;WILMK;8.5000;Economy;Matti Karttunen;Finland
10880;FOLKO;88.0100;Standard;Maria Larsson;Sweden
10881;CACTU;2.8400;Economy;Patricio Simpson;Argentina
10882;SAVEA;23.1000;Economy;Jose Pavarotti;USA
10883;LONEP;0.5300;Economy;Fran Wilson;USA
10884;LETSS;90.9700;Standard;Jaime Yorres;USA
10885;SUPRD;5.6400;Economy;Pascale Cartrain;Belgium
10886;HANAR;4.9900;Economy;Mario Pontes;Brazil
10887;GALED;1.2500;Economy;Eduardo Saavedra;Spain
10888;GODOS;51.8700;Standard;José Pedro Freyre;Spain
10889;RATTC;280.6100;Premium;Paula Wilson;USA
10890;DUMON;32.7600;Economy;Janine Labrune;France
10891;LEHMS;20.3700;Economy;Renate Messner;Germany
10892;MAISD;120.2700;Premium;Catherine Dewey;Belgium
10893;KOENE;77.7800;Standard;Philip Cramer;Germany
10894;SAVEA;116.1300;Premium;Jose Pavarotti;USA
10895;ERNSH;162.7500;Premium;Roland Mendel;Austria
10896;MAISD;32.4500;Economy;Catherine Dewey;Belgium
10897;HUNGO;603.5400;Premium;Patricia McKenna;Ireland
10898;OCEAN;1.2700;Economy;Yvonne Moncada;Argentina
10899;LILAS;1.2100;Economy;Carlos González;Venezuela
10900;WELLI;1.6600;Economy;Paula Parente;Brazil
10901;HILAA;62.0900;Standard;Carlos Hernández;Venezuela
10902;FOLKO;44.1500;Economy;Maria Larsson;Sweden
10903;HANAR;36.7100;Economy;Mario Pontes;Brazil
10904;WHITC;162.9500;Premium;Karl Jablonski;USA
10905;WELLI;13.7200;Economy;Paula Parente;Brazil
10906;WOLZA;26.2900;Economy;Zbyszek Piestrzeniewicz;Poland
10907;SPECD;9.1900;Economy;Dominique Perrier;France
10908;REGGC;32.9600;Economy;Maurizio Moroni;Italy
10909;SANTG;53.0500;Standard;Jonas Bergulfsen;Norway
10910;WILMK;38.1100;Economy;Matti Karttunen;Finland
10911;GODOS;38.1900;Economy;José Pedro Freyre;Spain
10912;HUNGO;580.9100;Premium;Patricia McKenna;Ireland
10913;QUEEN;33.0500;Economy;Lúcia Carvalho;Brazil
10914;QUEEN;21.1900;Economy;Lúcia Carvalho;Brazil
10915;TORTU;3.5100;Economy;Miguel Angel Paolino;Mexico
10916;RANCH;63.7700;Standard;Sergio Gutiérrez;Argentina
10917;ROMEY;8.2900;Economy;Alejandra Camino;Spain
10918;BOTTM;48.8300;Economy;Elizabeth Lincoln;Canada
10919;LINOD;19.8000;Economy;Felipe Izquierdo;Venezuela
10920;AROUT;29.6100;Economy;Thomas Hardy;UK
10921;VAFFE;176.4800;Premium;Palle Ibsen;Denmark
10922;HANAR;62.7400;Standard;Mario Pontes;Brazil
10923;LAMAI;68.2600;Standard;Annette Roulet;France
10924;BERGS;151.5200;Premium;Christina Berglund;Sweden
10925;HANAR;2.2700;Economy;Mario Pontes;Brazil
10926;ANATR;39.9200;Economy;Ana Trujillo;Mexico
10927;LACOR;19.7900;Economy;Daniel Tonini;France
10928;GALED;1.3600;Economy;Eduardo Saavedra;Spain
10929;FRANK;33.9300;Economy;Peter Franken;Germany
10930;SUPRD;15.5500;Economy;Pascale Cartrain;Belgium
10931;RICSU;13.6000;Economy;Michael Holz;Switzerland
10932;BONAP;134.6400;Premium;Laurence Lebihan;France
10933;ISLAT;54.1500;Standard;Helen Bennett;UK
10934;LEHMS;32.0100;Economy;Renate Messner;Germany
10935;WELLI;47.5900;Economy;Paula Parente;Brazil
10936;GREAL;33.6800;Economy;Howard Snyder;USA
10937;CACTU;31.5100;Economy;Patricio Simpson;Argentina
10938;QUICK;31.8900;Economy;Horst Kloss;Germany
10939;MAGAA;76.3300;Standard;Giovanni Rovelli;Italy
10940;BONAP;19.7700;Economy;Laurence Lebihan;France
10941;SAVEA;400.8100;Premium;Jose Pavarotti;USA
10942;REGGC;17.9500;Economy;Maurizio Moroni;Italy
10943;BSBEV;2.1700;Economy;Victoria Ashworth;UK
10944;BOTTM;52.9200;Standard;Elizabeth Lincoln;Canada
10945;MORGK;10.2200;Economy;Alexander Feuer;Germany
10946;VAFFE;27.2000;Economy;Palle Ibsen;Denmark
10947;BSBEV;3.2600;Economy;Victoria Ashworth;UK
10948;GODOS;23.3900;Economy;José Pedro Freyre;Spain
10949;BOTTM;74.4400;Standard;Elizabeth Lincoln;Canada
10950;MAGAA;2.5000;Economy;Giovanni Rovelli;Italy
10951;RICSU;30.8500;Economy;Michael Holz;Switzerland
10952;ALFKI;40.4200;Economy;Maria Anders;Germany
10953;AROUT;23.7200;Economy;Thomas Hardy;UK
10954;LINOD;27.9100;Economy;Felipe Izquierdo;Venezuela
10955;FOLKO;3.2600;Economy;Maria Larsson;Sweden
10956;BLAUS;44.6500;Economy;Hanna Moos;Germany
10957;HILAA;105.3600;Premium;Carlos Hernández;Venezuela
10958;OCEAN;49.5600;Economy;Yvonne Moncada;Argentina
10959;GOURL;4.9800;Economy;André Fonseca;Brazil
10960;HILAA;2.0800;Economy;Carlos Hernández;Venezuela
10961;QUEEN;104.4700;Premium;Lúcia Carvalho;Brazil
10962;QUICK;275.7900;Premium;Horst Kloss;Germany
10963;FURIB;2.7000;Economy;Lino Rodriguez;Portugal
10964;SPECD;87.3800;Standard;Dominique Perrier;France
10965;OLDWO;144.3800;Premium;Rene Phillips;USA
10966;CHOPS;27.1900;Economy;Yang Wang;Switzerland
10967;TOMSP;62.2200;Standard;Karin Josephs;Germany
10968;ERNSH;74.6000;Standard;Roland Mendel;Austria
10969;COMMI;0.2100;Economy;Pedro Afonso;Brazil
10970;BOLID;16.1600;Economy;Martín Sommer;Spain
10971;FRANR;121.8200;Premium;Carine Schmitt;France
10972;LACOR;0.0200;Economy;Daniel Tonini;France
10973;LACOR;15.1700;Economy;Daniel Tonini;France
10974;SPLIR;12.9600;Economy;Art Braunschweiger;USA
10975;BOTTM;32.2700;Economy;Elizabeth Lincoln;Canada
10976;HILAA;37.9700;Economy;Carlos Hernández;Venezuela
10977;FOLKO;208.5000;Premium;Maria Larsson;Sweden
10978;MAISD;32.8200;Economy;Catherine Dewey;Belgium
10979;ERNSH;353.0700;Premium;Roland Mendel;Austria
10980;FOLKO;1.2600;Economy;Maria Larsson;Sweden
10981;HANAR;193.3700;Premium;Mario Pontes;Brazil
10982;BOTTM;14.0100;Economy;Elizabeth Lincoln;Canada
10983;SAVEA;657.5400;Premium;Jose Pavarotti;USA
10984;SAVEA;211.2200;Premium;Jose Pavarotti;USA
10985;HUNGO;91.5100;Standard;Patricia McKenna;Ireland
10986;OCEAN;217.8600;Premium;Yvonne Moncada;Argentina
10987;EASTC;185.4800;Premium;Ann Devon;UK
10988;RATTC;61.1400;Standard;Paula Wilson;USA
10989;QUEDE;34.7600;Economy;Bernardo Batista;Brazil
10990;ERNSH;117.6100;Premium;Roland Mendel;Austria
10991;QUICK;38.5100;Economy;Horst Kloss;Germany
10992;THEBI;4.2700;Economy;Liz Nixon;USA
10993;FOLKO;8.8100;Economy;Maria Larsson;Sweden
10994;VAFFE;65.5300;Standard;Palle Ibsen;Denmark
10995;PERIC;46.0000;Economy;Guillermo Fernández;Mexico
10996;QUICK;1.1200;Economy;Horst Kloss;Germany
10997;LILAS;73.9100;Standard;Carlos González;Venezuela
10998;WOLZA;20.3100;Economy;Zbyszek Piestrzeniewicz;Poland
10999;OTTIK;96.3500;Standard;Henriette Pfalzheim;Germany
11000;RATTC;55.1200;Standard;Paula Wilson;USA
11001;FOLKO;197.3000;Premium;Maria Larsson;Sweden
11002;SAVEA;141.1600;Premium;Jose Pavarotti;USA
11003;THECR;14.9100;Economy;Liu Wong;USA
11004;MAISD;44.8400;Economy;Catherine Dewey;Belgium
11005;WILMK;0.7500;Economy;Matti Karttunen;Finland
11006;GREAL;25.1900;Economy;Howard Snyder;USA
11007;PRINI;202.2400;Premium;Isabel de Castro;Portugal
11008;ERNSH;79.4600;Standard;Roland Mendel;Austria
11009;GODOS;59.1100;Standard;José Pedro Freyre;Spain
11010;REGGC;28.7100;Economy;Maurizio Moroni;Italy
11011;ALFKI;1.2100;Economy;Maria Anders;Germany
11012;FRANK;242.9500;Premium;Peter Franken;Germany
11013;ROMEY;32.9900;Economy;Alejandra Camino;Spain
11014;LINOD;23.6000;Economy;Felipe Izquierdo;Venezuela
11015;SANTG;4.6200;Economy;Jonas Bergulfsen;Norway
11016;AROUT;33.8000;Economy;Thomas Hardy;UK
11017;ERNSH;754.2600;Premium;Roland Mendel;Austria
11018;LONEP;11.6500;Economy;Fran Wilson;USA
11019;RANCH;3.1700;Economy;Sergio Gutiérrez;Argentina
11020;OTTIK;43.3000;Economy;Henriette Pfalzheim;Germany
11021;QUICK;297.1800;Premium;Horst Kloss;Germany
11022;HANAR;6.2700;Economy;Mario Pontes;Brazil
11023;BSBEV;123.8300;Premium;Victoria Ashworth;UK
11024;EASTC;74.3600;Standard;Ann Devon;UK
11025;WARTH;29.1700;Economy;Pirkko Koskitalo;Finland
11026;FRANS;47.0900;Economy;Paolo Accorti;Italy
11027;BOTTM;52.5200;Standard;Elizabeth Lincoln;Canada
11028;KOENE;29.5900;Economy;Philip Cramer;Germany
11029;CHOPS;47.8400;Economy;Yang Wang;Switzerland
11030;SAVEA;830.7500;Premium;Jose Pavarotti;USA
11031;SAVEA;227.2200;Premium;Jose Pavarotti;USA
11032;WHITC;606.1900;Premium;Karl Jablonski;USA
11033;RICSU;84.7400;Standard;Michael Holz;Switzerland
11034;OLDWO;40.3200;Economy;Rene Phillips;USA
11035;SUPRD;0.1700;Economy;Pascale Cartrain;Belgium
11036;DRACD;149.4700;Premium;Sven Ottlieb;Germany
11037;GODOS;3.2000;Economy;José Pedro Freyre;Spain
11038;SUPRD;29.5900;Economy;Pascale Cartrain;Belgium
11039;LINOD;65.0000;Standard;Felipe Izquierdo;Venezuela
11040;GREAL;18.8400;Economy;Howard Snyder;USA
11041;CHOPS;48.2200;Economy;Yang Wang;Switzerland
11042;COMMI;29.9900;Economy;Pedro Afonso;Brazil
11043;SPECD;8.8000;Economy;Dominique Perrier;France
11044;WOLZA;8.7200;Economy;Zbyszek Piestrzeniewicz;Poland
11045;BOTTM;70.5800;Standard;Elizabeth Lincoln;Canada
11046;WANDK;71.6400;Standard;Rita Müller;Germany
11047;EASTC;46.6200;Economy;Ann Devon;UK
11048;BOTTM;24.1200;Economy;Elizabeth Lincoln;Canada
11049;GOURL;8.3400;Economy;André Fonseca;Brazil
11050;FOLKO;59.4100;Standard;Maria Larsson;Sweden
11051;LAMAI;2.7900;Economy;Annette Roulet;France
11052;HANAR;67.2600;Standard;Mario Pontes;Brazil
11053;PICCO;53.0500;Standard;Georg Pipps;Austria
11054;CACTU;0.3300;Economy;Patricio Simpson;Argentina
11055;HILAA;120.9200;Premium;Carlos Hernández;Venezuela
11056;EASTC;278.9600;Premium;Ann Devon;UK
11057;NORTS;4.1300;Economy;Simon Crowther;UK
11058;BLAUS;31.1400;Economy;Hanna Moos;Germany
11059;RICAR;85.8000;Standard;Janete Limeira;Brazil
11060;FRANS;10.9800;Economy;Paolo Accorti;Italy
11061;GREAL;14.0100;Economy;Howard Snyder;USA
11062;REGGC;29.9300;Economy;Maurizio Moroni;Italy
11063;HUNGO;81.7300;Standard;Patricia McKenna;Ireland
11064;SAVEA;30.0900;Economy;Jose Pavarotti;USA
11065;LILAS;12.9100;Economy;Carlos González;Venezuela
11066;WHITC;44.7200;Economy;Karl Jablonski;USA
11067;DRACD;7.9800;Economy;Sven Ottlieb;Germany
11068;QUEEN;81.7500;Standard;Lúcia Carvalho;Brazil
11069;TORTU;15.6700;Economy;Miguel Angel Paolino;Mexico
11070;LEHMS;136.0000;Premium;Renate Messner;Germany
11071;LILAS;0.9300;Economy;Carlos González;Venezuela
11072;ERNSH;258.6400;Premium;Roland Mendel;Austria
11073;PERIC;24.9500;Economy;Guillermo Fernández;Mexico
11074;SIMOB;18.4400;Economy;Jytte Petersen;Denmark
11075;RICSU;6.1900;Economy;Michael Holz;Switzerland
11076;BONAP;38.2800;Economy;Laurence Lebihan;France
11077;RATTC;8.5300;Economy;Paula Wilson;USA
