OrderID;EmployeeID;LastName;OrderDate;ShipCountry
10767;4;Peacock;1997-12-05 00:00:00;Belgium
10768;3;Leverling;1997-12-08 00:00:00;UK
10769;3;Leverling;1997-12-08 00:00:00;Denmark
10770;8;Callahan;1997-12-09 00:00:00;Brazil
10771;9;Dodsworth;1997-12-10 00:00:00;Austria
10772;3;Leverling;1997-12-10 00:00:00;Germany
10773;1;Davolio;1997-12-11 00:00:00;Austria
10774;4;Peacock;1997-12-11 00:00:00;Sweden
10775;7;King;1997-12-12 00:00:00;USA
10776;1;Davolio;1997-12-15 00:00:00;Austria
10777;7;King;1997-12-15 00:00:00;Brazil
10778;3;Leverling;1997-12-16 00:00:00;Sweden
10779;3;Leverling;1997-12-16 00:00:00;Germany
10780;2;Fuller;1997-12-16 00:00:00;Venezuela
10781;2;Fuller;1997-12-17 00:00:00;Finland
10782;9;Dodsworth;1997-12-17 00:00:00;Argentina
10783;4;Peacock;1997-12-18 00:00:00;Brazil
10784;4;Peacock;1997-12-18 00:00:00;Italy
10785;1;Davolio;1997-12-18 00:00:00;Venezuela
10786;8;Callahan;1997-12-19 00:00:00;Brazil
10787;2;Fuller;1997-12-19 00:00:00;France
10788;1;Davolio;1997-12-22 00:00:00;Germany
10789;1;Davolio;1997-12-22 00:00:00;France
10790;6;Suyama;1997-12-22 00:00:00;Brazil
10791;6;Suyama;1997-12-23 00:00:00;Germany
10792;1;Davolio;1997-12-23 00:00:00;Poland
10793;3;Leverling;1997-12-24 00:00:00;UK
10794;6;Suyama;1997-12-24 00:00:00;Brazil
10795;8;Callahan;1997-12-24 00:00:00;Austria
10796;3;Leverling;1997-12-25 00:00:00;Venezuela
10797;7;King;1997-12-25 00:00:00;Germany
10798;2;Fuller;1997-12-26 00:00:00;UK
10799;9;Dodsworth;1997-12-26 00:00:00;Germany
10800;1;Davolio;1997-12-26 00:00:00;UK
10801;4;Peacock;1997-12-29 00:00:00;Spain
10802;4;Peacock;1997-12-29 00:00:00;Denmark
10803;4;Peacock;1997-12-30 00:00:00;Brazil
10804;6;Suyama;1997-12-30 00:00:00;UK
10805;2;Fuller;1997-12-30 00:00:00;USA
10806;3;Leverling;1997-12-31 00:00:00;France
10807;4;Peacock;1997-12-31 00:00:00;Italy
10808;2;Fuller;1998-01-01 00:00:00;USA
10809;7;King;1998-01-01 00:00:00;Brazil
10810;2;Fuller;1998-01-01 00:00:00;Canada
10811;8;Callahan;1998-01-02 00:00:00;Venezuela
10812;5;Buchanan;1998-01-02 00:00:00;Italy
10813;1;Davolio;1998-01-05 00:00:00;Brazil
10814;3;Leverling;1998-01-05 00:00:00;France
10815;2;Fuller;1998-01-05 00:00:00;USA
10816;4;Peacock;1998-01-06 00:00:00;USA
10817;3;Leverling;1998-01-06 00:00:00;Germany
10818;7;King;1998-01-07 00:00:00;Italy
10819;2;Fuller;1998-01-07 00:00:00;Argentina
10820;3;Leverling;1998-01-07 00:00:00;USA
10821;1;Davolio;1998-01-08 00:00:00;USA
10822;6;Suyama;1998-01-08 00:00:00;USA
10823;5;Buchanan;1998-01-09 00:00:00;Venezuela
10824;8;Callahan;1998-01-09 00:00:00;Sweden
10825;1;Davolio;1998-01-09 00:00:00;Germany
10826;6;Suyama;1998-01-12 00:00:00;France
10827;1;Davolio;1998-01-12 00:00:00;France
10828;9;Dodsworth;1998-01-13 00:00:00;Argentina
10829;9;Dodsworth;1998-01-13 00:00:00;UK
10830;4;Peacock;1998-01-13 00:00:00;Brazil
10831;3;Leverling;1998-01-14 00:00:00;Norway
10832;2;Fuller;1998-01-14 00:00:00;France
10833;6;Suyama;1998-01-15 00:00:00;Germany
10834;1;Davolio;1998-01-15 00:00:00;Brazil
10835;1;Davolio;1998-01-15 00:00:00;Germany
10836;7;King;1998-01-16 00:00:00;Austria
10837;9;Dodsworth;1998-01-16 00:00:00;Sweden
10838;3;Leverling;1998-01-19 00:00:00;Venezuela
10839;3;Leverling;1998-01-19 00:00:00;Brazil
10840;4;Peacock;1998-01-19 00:00:00;Venezuela
10841;5;Buchanan;1998-01-20 00:00:00;Belgium
10842;1;Davolio;1998-01-20 00:00:00;Mexico
10843;4;Peacock;1998-01-21 00:00:00;France
10844;8;Callahan;1998-01-21 00:00:00;Austria
10845;8;Callahan;1998-01-21 00:00:00;Germany
10846;2;Fuller;1998-01-22 00:00:00;Belgium
10847;4;Peacock;1998-01-22 00:00:00;USA
10848;7;King;1998-01-23 00:00:00;UK
10849;9;Dodsworth;1998-01-23 00:00:00;Germany
10850;1;Davolio;1998-01-23 00:00:00;France
10851;5;Buchanan;1998-01-26 00:00:00;Brazil
10852;8;Callahan;1998-01-26 00:00:00;USA
10853;9;Dodsworth;1998-01-27 00:00:00;Germany
10854;3;Leverling;1998-01-27 00:00:00;Austria
10855;3;Leverling;1998-01-27 00:00:00;USA
10856;3;Leverling;1998-01-28 00:00:00;Mexico
10857;8;Callahan;1998-01-28 00:00:00;Sweden
10858;2;Fuller;1998-01-29 00:00:00;France
10859;1;Davolio;1998-01-29 00:00:00;Germany
10860;3;Leverling;1998-01-29 00:00:00;France
10861;4;Peacock;1998-01-30 00:00:00;USA
10862;8;Callahan;1998-01-30 00:00:00;Germany
10863;4;Peacock;1998-02-02 00:00:00;Venezuela
10864;4;Peacock;1998-02-02 00:00:00;UK
10865;2;Fuller;1998-02-02 00:00:00;Germany
10866;5;Buchanan;1998-02-03 00:00:00;Sweden
10867;6;Suyama;1998-02-03 00:00:00;USA
10868;7;King;1998-02-04 00:00:00;Brazil
10869;5;Buchanan;1998-02-04 00:00:00;UK
10870;5;Buchanan;1998-02-04 00:00:00;Poland
10871;9;Dodsworth;1998-02-05 00:00:00;France
10872;5;Buchanan;1998-02-05 00:00:00;Spain
10873;4;Peacock;1998-02-06 00:00:00;Finland
10874;5;Buchanan;1998-02-06 00:00:00;Spain
10875;4;Peacock;1998-02-06 00:00:00;Sweden
10876;7;King;1998-02-09 00:00:00;France
10877;1;Davolio;1998-02-09 00:00:00;Brazil
10878;4;Peacock;1998-02-10 00:00:00;Germany
10879;3;Leverling;1998-02-10 00:00:00;Finland
10880;7;King;1998-02-10 00:00:00;Sweden
10881;4;Peacock;1998-02-11 00:00:00;Argentina
10882;4;Peacock;1998-02-11 00:00:00;USA
10883;8;Callahan;1998-02-12 00:00:00;USA
10884;4;Peacock;1998-02-12 00:00:00;USA
10885;6;Suyama;1998-02-12 00:00:00;Belgium
10886;1;Davolio;1998-02-13 00:00:00;Brazil
10887;8;Callahan;1998-02-13 00:00:00;Spain
10888;1;Davolio;1998-02-16 00:00:00;Spain
10889;9;Dodsworth;1998-02-16 00:00:00;USA
10890;7;King;1998-02-16 00:00:00;France
10891;7;King;1998-02-17 00:00:00;Germany
10892;4;Peacock;1998-02-17 00:00:00;Belgium
10893;9;Dodsworth;1998-02-18 00:00:00;Germany
10894;1;Davolio;1998-02-18 00:00:00;USA
10895;3;Leverling;1998-02-18 00:00:00;Austria
10896;7;King;1998-02-19 00:00:00;Belgium
10897;3;Leverling;1998-02-19 00:00:00;Ireland
10898;4;Peacock;1998-02-20 00:00:00;Argentina
10899;5;Buchanan;1998-02-20 00:00:00;Venezuela
10900;1;Davolio;1998-02-20 00:00:00;Brazil
10901;4;Peacock;1998-02-23 00:00:00;Venezuela
10902;1;Davolio;1998-02-23 00:00:00;Sweden
10903;3;Leverling;1998-02-24 00:00:00;Brazil
10904;3;Leverling;1998-02-24 00:00:00;USA
10905;9;Dodsworth;1998-02-24 00:00:00;Brazil
10906;4;Peacock;1998-02-25 00:00:00;Poland
10907;6;Suyama;1998-02-25 00:00:00;France
10908;4;Peacock;1998-02-26 00:00:00;Italy
10909;1;Davolio;1998-02-26 00:00:00;Norway
10910;1;Davolio;1998-02-26 00:00:00;Finland
10911;3;Leverling;1998-02-26 00:00:00;Spain
10912;2;Fuller;1998-02-26 00:00:00;Ireland
10913;4;Peacock;1998-02-26 00:00:00;Brazil
10914;6;Suyama;1998-02-27 00:00:00;Brazil
10915;2;Fuller;1998-02-27 00:00:00;Mexico
10916;1;Davolio;1998-02-27 00:00:00;Argentina
10917;4;Peacock;1998-03-02 00:00:00;Spain
10918;3;Leverling;1998-03-02 00:00:00;Canada
10919;2;Fuller;1998-03-02 00:00:00;Venezuela
10920;4;Peacock;1998-03-03 00:00:00;UK
10921;1;Davolio;1998-03-03 00:00:00;Denmark
10922;5;Buchanan;1998-03-03 00:00:00;Brazil
10923;7;King;1998-03-03 00:00:00;France
10924;3;Leverling;1998-03-04 00:00:00;Sweden
10925;3;Leverling;1998-03-04 00:00:00;Brazil
10926;4;Peacock;1998-03-04 00:00:00;Mexico
10927;4;Peacock;1998-03-05 00:00:00;France
10928;1;Davolio;1998-03-05 00:00:00;Spain
10929;6;Suyama;1998-03-05 00:00:00;Germany
10930;4;Peacock;1998-03-06 00:00:00;Belgium
10931;4;Peacock;1998-03-06 00:00:00;Switzerland
10932;8;Callahan;1998-03-06 00:00:00;France
10933;6;Suyama;1998-03-06 00:00:00;UK
10934;3;Leverling;1998-03-09 00:00:00;Germany
10935;4;Peacock;1998-03-09 00:00:00;Brazil
10936;3;Leverling;1998-03-09 00:00:00;USA
10937;7;King;1998-03-10 00:00:00;Argentina
10938;3;Leverling;1998-03-10 00:00:00;Germany
10939;2;Fuller;1998-03-10 00:00:00;Italy
10940;8;Callahan;1998-03-11 00:00:00;France
10941;7;King;1998-03-11 00:00:00;USA
10942;9;Dodsworth;1998-03-11 00:00:00;Italy
10943;4;Peacock;1998-03-11 00:00:00;UK
10944;6;Suyama;1998-03-12 00:00:00;Canada
10945;4;Peacock;1998-03-12 00:00:00;Germany
10946;1;Davolio;1998-03-12 00:00:00;Denmark
10947;3;Leverling;1998-03-13 00:00:00;UK
10948;3;Leverling;1998-03-13 00:00:00;Spain
10949;2;Fuller;1998-03-13 00:00:00;Canada
10950;1;Davolio;1998-03-16 00:00:00;Italy
10951;9;Dodsworth;1998-03-16 00:00:00;Switzerland
10952;1;Davolio;1998-03-16 00:00:00;Germany
10953;9;Dodsworth;1998-03-16 00:00:00;UK
10954;5;Buchanan;1998-03-17 00:00:00;Venezuela
10955;8;Callahan;1998-03-17 00:00:00;Sweden
10956;6;Suyama;1998-03-17 00:00:00;Germany
10957;8;Callahan;1998-03-18 00:00:00;Venezuela
10958;7;King;1998-03-18 00:00:00;Argentina
10959;6;Suyama;1998-03-18 00:00:00;Brazil
10960;3;Leverling;1998-03-19 00:00:00;Venezuela
10961;8;Callahan;1998-03-19 00:00:00;Brazil
10962;8;Callahan;1998-03-19 00:00:00;Germany
10963;9;Dodsworth;1998-03-19 00:00:00;Portugal
10964;3;Leverling;1998-03-20 00:00:00;France
10965;6;Suyama;1998-03-20 00:00:00;USA
10966;4;Peacock;1998-03-20 00:00:00;Switzerland
10967;2;Fuller;1998-03-23 00:00:00;Germany
10968;1;Davolio;1998-03-23 00:00:00;Austria
10969;1;Davolio;1998-03-23 00:00:00;Brazil
10970;9;Dodsworth;1998-03-24 00:00:00;Spain
10971;2;Fuller;1998-03-24 00:00:00;France
10972;4;Peacock;1998-03-24 00:00:00;France
10973;6;Suyama;1998-03-24 00:00:00;France
10974;3;Leverling;1998-03-25 00:00:00;USA
10975;1;Davolio;1998-03-25 00:00:00;Canada
10976;1;Davolio;1998-03-25 00:00:00;Venezuela
10977;8;Callahan;1998-03-26 00:00:00;Sweden
10978;9;Dodsworth;1998-03-26 00:00:00;Belgium
10979;8;Callahan;1998-03-26 00:00:00;Austria
10980;4;Peacock;1998-03-27 00:00:00;Sweden
10981;1;Davolio;1998-03-27 00:00:00;Brazil
10982;2;Fuller;1998-03-27 00:00:00;Canada
10983;2;Fuller;1998-03-27 00:00:00;USA
10984;1;Davolio;1998-03-30 00:00:00;USA
10985;2;Fuller;1998-03-30 00:00:00;Ireland
10986;8;Callahan;1998-03-30 00:00:00;Argentina
10987;8;Callahan;1998-03-31 00:00:00;UK
10988;3;Leverling;1998-03-31 00:00:00;USA
10989;2;Fuller;1998-03-31 00:00:00;Brazil
10990;2;Fuller;1998-04-01 00:00:00;Austria
10991;1;Davolio;1998-04-01 00:00:00;Germany
10992;1;Davolio;1998-04-01 00:00:00;USA
10993;7;King;1998-04-01 00:00:00;Sweden
10994;2;Fuller;1998-04-02 00:00:00;Denmark
10995;1;Davolio;1998-04-02 00:00:00;Mexico
10996;4;Peacock;1998-04-02 00:00:00;Germany
10997;8;Callahan;1998-04-03 00:00:00;Venezuela
10998;8;Callahan;1998-04-03 00:00:00;Poland
10999;6;Suyama;1998-04-03 00:00:00;Germany
11000;2;Fuller;1998-04-06 00:00:00;USA
11001;2;Fuller;1998-04-06 00:00:00;Sweden
11002;4;Peacock;1998-04-06 00:00:00;USA
11003;3;Leverling;1998-04-06 00:00:00;USA
11004;3;Leverling;1998-04-07 00:00:00;Belgium
11005;2;Fuller;1998-04-07 00:00:00;Finland
11006;3;Leverling;1998-04-07 00:00:00;USA
11007;8;Callahan;1998-04-08 00:00:00;Portugal
11008;7;King;1998-04-08 00:00:00;Austria
11009;2;Fuller;1998-04-08 00:00:00;Spain
11010;2;Fuller;1998-04-09 00:00:00;Italy
11011;3;Leverling;1998-04-09 00:00:00;Germany
11012;1;Davolio;1998-04-09 00:00:00;Germany
11013;2;Fuller;1998-04-09 00:00:00;Spain
11014;2;Fuller;1998-04-10 00:00:00;Venezuela
11015;2;Fuller;1998-04-10 00:00:00;Norway
11016;9;Dodsworth;1998-04-10 00:00:00;UK
11017;9;Dodsworth;1998-04-13 00:00:00;Austria
11018;4;Peacock;1998-04-13 00:00:00;USA
11019;6;Suyama;1998-04-13 00:00:00;Argentina
11020;2;Fuller;1998-04-14 00:00:00;Germany
11021;3;Leverling;1998-04-14 00:00:00;Germany
11022;9;Dodsworth;1998-04-14 00:00:00;Brazil
11023;1;Davolio;1998-04-14 00:00:00;UK
11024;4;Peacock;1998-04-15 00:00:00;UK
11025;6;Suyama;1998-04-15 00:00:00;Finland
11026;4;Peacock;1998-04-15 00:00:00;Italy
11027;1;Davolio;1998-04-16 00:00:00;Canada
11028;2;Fuller;1998-04-16 00:00:00;Germany
11029;4;Peacock;1998-04-16 00:00:00;Switzerland
11030;7;King;1998-04-17 00:00:00;USA
11031;6;Suyama;1998-04-17 00:00:00;USA
11032;2;Fuller;1998-04-17 00:00:00;USA
11033;7;King;1998-04-17 00:00:00;Switzerland
11034;8;Callahan;1998-04-20 00:00:00;USA
11035;2;Fuller;1998-04-20 00:00:00;Belgium
11036;8;Callahan;1998-04-20 00:00:00;Germany
11037;7;King;1998-04-21 00:00:00;Spain
11038;1;Davolio;1998-04-21 00:00:00;Belgium
11039;1;Davolio;1998-04-21 00:00:00;Venezuela
11040;4;Peacock;1998-04-22 00:00:00;USA
11041;3;Leverling;1998-04-22 00:00:00;Switzerland
11042;2;Fuller;1998-04-22 00:00:00;Brazil
11043;5;Buchanan;1998-04-22 00:00:00;France
11044;4;Peacock;1998-04-23 00:00:00;Poland
11045;6;Suyama;1998-04-23 00:00:00;Canada
11046;8;Callahan;1998-04-23 00:00:00;Germany
11047;7;King;1998-04-24 00:00:00;UK
11048;7;King;1998-04-24 00:00:00;Canada
11049;3;Leverling;1998-04-24 00:00:00;Brazil
11050;8;Callahan;1998-04-27 00:00:00;Sweden
11051;7;King;1998-04-27 00:00:00;France
11052;3;Leverling;1998-04-27 00:00:00;Brazil
11053;2;Fuller;1998-04-27 00:00:00;Austria
11054;8;Callahan;1998-04-28 00:00:00;Argentina
11055;7;King;1998-04-28 00:00:00;Venezuela
11056;8;Callahan;1998-04-28 00:00:00;UK
11057;3;Leverling;1998-04-29 00:00:00;UK
11058;9;Dodsworth;1998-04-29 00:00:00;Germany
11059;2;Fuller;1998-04-29 00:00:00;Brazil
11060;2;Fuller;1998-04-30 00:00:00;Italy
11061;4;Peacock;1998-04-30 00:00:00;USA
11062;4;Peacock;1998-04-30 00:00:00;Italy
11063;3;Leverling;1998-04-30 00:00:00;Ireland
11064;1;Davolio;1998-05-01 00:00:00;USA
11065;8;Callahan;1998-05-01 00:00:00;Venezuela
11066;7;King;1998-05-01 00:00:00;USA
11067;1;Davolio;1998-05-04 00:00:00;Germany
11068;8;Callahan;1998-05-04 00:00:00;Brazil
11069;1;Davolio;1998-05-04 00:00:00;Mexico
11070;2;Fuller;1998-05-05 00:00:00;Germany
11071;1;Davolio;1998-05-05 00:00:00;Venezuela
11072;4;Peacock;1998-05-05 00:00:00;Austria
11073;2;Fuller;1998-05-05 00:00:00;Mexico
11074;7;King;1998-05-06 00:00:00;Denmark
11075;8;Callahan;1998-05-06 00:00:00;Switzerland
11076;4;Peacock;1998-05-06 00:00:00;France
11077;1;Davolio;1998-05-06 00:00:00;USA
